741870,-19.88,-23.23,980.31,1014.94,25.36,18.01,0.0,24.88,72.81,216.9
307410,-12.05,-15.24,964.62,1031.8,38.9,14.0,0.02,2.4,50.21,124.83
248260,-17.16,-19.83,1021.72,1030.1,39.34,9.4,0.01,12.7,50.28,299.63
294300,-14.37,-17.33,1021.19,1029.49,11.48,11.46,0.02,10.1,51.07,229.78
386830,1.91,-2.84,994.27,1020.22,5.96,13.11,0.06,0.5,79.08,51.83
171550,-0.48,-2.24,899.01,1014.15,17.27,7.14,0.06,0.0,50.03,166.27
585060,1.37,-5.2,970.33,1026.0,14.74,13.0,0.04,0.0,95.97,95.31
74380,-2.19,-5.6,1008.67,1023.5,13.74,3.23,0.0,0.0,58.44,41.67
30030,1.9,-1.31,1001.2,1003.87,15.17,36.8,0.0,0.2,56.32,345.4
875820,18.66,12.1,1009.54,1012.8,10.24,17.28,0.01,0.0,50.15,266.28
347300,0.49,0.0,1011.73,1033.19,3.89,13.73,0.0,0.0,4.55,34.67
888910,8.62,4.23,970.69,1000.12,25.73,40.44,0.0,0.0,57.32,111.19
470610,-2.5,-9.76,1026.17,1021.3,24.13,6.94,0.05,3.7,50.08,173.37
118260,-1.9,-5.05,1009.89,1020.21,9.13,10.07,0.03,0.9,50.65,214.72
83060,3.43,0.52,1018.13,1018.7,9.46,11.55,0.02,0.0,50.28,22.83
680140,14.63,7.9,897.88,890.48,30.83,8.2,0.27,0.0,77.18,181.81
888900,3.72,0.06,1003.44,1016.75,56.28,23.6,0.0,0.0,78.05,252.43
347310,-5.16,-7.57,1014.12,1014.68,7.16,21.29,0.11,2.4,99.63,184.28
470650,-2.09,-6.89,1022.14,1024.5,12.18,8.49,0.0,0.0,57.36,89.83
320100,-21.27,-24.57,1011.23,1014.22,12.82,18.06,0.05,12.8,50.53,290.22
131570,-4.72,-6.8,1026.49,1038.7,4.06,2.42,0.0,0.0,79.3,136.8
289780,-6.15,-8.1,910.36,1023.36,17.71,10.07,0.0,18.5,50.12,93.9
711960,-9.61,-11.91,1008.5,1010.9,21.26,32.86,0.16,13.9,50.15,195.49
711950,-1.27,-3.12,1017.21,1017.6,16.55,12.31,0.3,44.2,50.22,43.4
10230,-7.14,-9.99,1003.12,1003.96,18.0,6.29,0.09,14.28,50.27,149.11
60090,0.3,-1.39,1011.56,1003.7,16.68,46.23,0.12,0.1,50.36,85.25
320120,-17.0,-19.58,1011.4,1014.86,17.06,23.12,0.06,2.8,50.25,79.47
711940,-11.58,-14.75,1011.3,1011.7,13.76,23.99,0.34,11.7,50.12,27.74
413160,10.11,-0.26,952.25,1015.1,10.7,10.83,0.0,0.0,43.31,141.23
152800,-10.68,-12.58,900.13,891.85,21.81,45.18,0.01,23.9,92.62,123.72
249440,-13.26,-15.79,1015.9,1026.36,19.73,7.18,0.01,7.22,57.25,18.15
568860,10.86,4.8,829.27,824.1,20.21,11.17,0.01,0.0,50.27,247.93
75030,5.51,2.93,1020.75,1016.97,8.04,15.36,0.07,0.0,50.17,38.62
725660,-5.17,-12.46,901.21,1022.2,25.47,13.51,0.01,1.0,50.53,260.45
249460,-20.11,-22.47,1017.34,1022.92,46.41,6.74,0.0,0.0,64.91,152.75
509630,-17.17,-20.78,1019.96,1025.3,11.91,10.77,0.0,0.0,95.36,4.43
725650,-4.78,-11.39,921.65,1017.0,12.42,12.6,0.0,0.2,50.12,130.42
29420,-6.56,-8.0,1014.1,1011.1,10.92,9.67,0.06,14.3,50.58,282.07
725636,-5.07,-10.61,1013.14,1014.48,23.82,16.2,0.0,1.0,93.96,319.35
718810,-6.96,-11.57,907.7,1019.55,36.0,6.0,0.02,6.9,84.6,205.53
947870,23.14,19.64,1010.99,1012.19,13.89,16.5,0.0,0.0,72.81,211.02
172720,1.3,-2.46,961.66,1016.19,16.17,7.94,0.11,0.0,70.89,303.67
718814,-14.02,-17.64,995.45,988.98,23.56,6.11,0.0,0.0,85.96,76.04
471280,-3.99,-9.51,1007.59,1009.01,8.68,6.42,0.01,0.1,50.54,240.08
718790,-6.76,-10.9,936.5,1019.5,19.97,10.79,0.01,4.3,50.65,94.77
333560,-8.42,-11.21,1018.19,997.97,7.69,9.43,0.04,2.5,50.02,89.95
488490,14.3,10.87,1017.35,1020.61,13.53,9.54,0.0,0.0,12.03,24.8
104380,-0.5,-3.37,1015.92,1017.34,10.76,10.63,0.07,0.4,50.1,283.04
947840,22.39,18.86,1012.0,1012.8,49.93,10.4,0.98,0.0,69.06,223.25
108370,-2.44,-5.0,967.0,1018.52,11.39,12.48,0.04,0.3,50.06,269.35
291280,-15.37,-18.14,1023.41,1020.49,24.81,9.46,0.02,20.4,50.14,342.05
61590,0.83,-0.59,1007.13,1007.36,9.25,41.45,0.04,0.0,50.5,264.73
415710,4.65,3.41,956.2,1016.05,2.94,5.25,0.0,0.0,56.15,202.51
31000,1.91,-0.81,1008.32,1007.0,22.79,29.63,0.21,0.0,95.38,73.2
727410,-5.86,-10.07,962.15,1020.32,14.71,10.8,0.05,13.7,50.11,44.57
325710,-27.51,-33.9,1006.29,1008.8,20.19,5.66,0.0,0.0,83.01,59.46
476380,-2.35,-11.58,994.3,1017.3,20.5,8.45,0.02,0.2,50.41,159.46
77530,8.07,5.37,1031.48,1030.9,26.29,6.84,0.0,0.0,37.37,351.55
727415,-10.88,-14.7,1008.7,1009.84,12.9,10.84,0.01,0.0,64.59,353.37
426470,9.94,-2.22,1016.1,1015.0,3.54,5.33,0.0,0.0,62.89,86.15
25200,-1.7,-3.6,1004.07,1009.07,20.79,21.55,0.04,2.9,62.97,183.52
274020,-5.7,-8.06,1012.46,1015.2,8.41,13.22,0.06,6.2,72.3,247.19
129250,-2.56,-5.54,1010.4,1016.19,13.06,7.78,0.1,1.4,99.3,61.48
94530,-4.53,-6.82,974.21,971.7,16.83,49.63,0.23,29.0,53.57,333.94
941320,15.47,10.49,998.4,1008.85,19.28,6.0,0.13,0.0,50.4,169.39
60410,0.4,-0.96,1012.5,1011.81,15.28,31.88,0.04,0.1,93.8,138.88
971925,21.86,18.99,1002.5,999.63,11.62,11.53,0.0,0.0,44.46,86.48
573060,7.62,3.56,1017.18,1020.0,10.41,3.9,0.0,0.0,48.49,215.57
358840,-1.95,-6.12,1007.84,1011.25,29.26,7.85,0.0,0.0,99.15,119.02
728280,-31.85,-37.22,938.26,1005.3,10.73,28.33,0.05,47.2,50.37,313.15
434130,12.14,6.58,1026.02,1011.87,12.02,13.79,0.0,0.0,0.08,110.7
865000,17.22,12.87,1018.7,1011.8,14.63,7.48,0.08,0.0,61.26,41.76
475490,-3.65,-10.23,1001.07,1002.29,9.69,9.85,0.0,0.0,24.56,83.93
215370,-27.81,-29.69,1004.43,999.45,19.59,28.16,0.0,0.0,94.84,267.6
388860,-3.62,-6.4,1013.59,1037.38,6.95,5.01,0.0,0.5,53.4,162.93
919300,19.66,15.87,1009.76,1010.5,20.4,14.45,0.16,0.0,50.11,198.37
919520,19.48,15.65,1010.99,1010.35,20.05,20.77,0.07,0.0,50.17,241.32
728260,-28.86,-31.5,943.54,1014.07,19.59,19.39,0.01,28.19,70.37,48.96
76670,2.39,-2.15,1018.06,1019.3,13.66,13.69,0.04,0.0,71.1,309.6
325190,-25.57,-34.13,1014.35,1016.05,44.35,13.04,0.0,19.0,50.11,149.28
477890,0.27,-6.21,999.49,1001.8,10.01,12.49,0.0,0.0,21.72,220.21
619950,14.53,12.06,961.6,961.1,16.56,10.83,0.2,0.0,96.58,258.68
233300,-21.5,-23.69,1018.13,1016.2,11.76,12.54,0.03,8.6,60.81,286.83
726881,1.22,-3.99,1029.82,1021.5,12.35,9.02,0.02,0.0,71.05,59.23
30490,3.7,1.9,1008.92,1003.38,20.29,38.49,0.14,0.0,90.74,270.71
726880,-1.45,-5.6,970.01,1022.3,23.43,8.92,0.04,0.6,84.95,9.83
477900,0.68,-4.8,998.22,1002.51,10.65,13.05,0.0,0.0,3.15,93.6
726886,-5.68,-9.35,1022.7,1023.91,25.68,9.11,0.02,2.0,73.94,8.05
726885,-0.35,-8.9,1046.07,1018.84,15.13,7.13,0.0,0.0,54.89,219.48
31060,1.54,-2.3,987.02,1003.4,21.53,40.84,0.25,0.0,51.49,37.31
450050,11.95,7.91,1021.22,1018.8,9.83,16.64,0.0,0.0,27.91,1.21
476290,-1.8,-7.66,1015.22,1019.4,34.47,11.61,0.04,0.0,50.16,354.81
727340,-4.59,-8.42,999.94,1020.09,15.32,12.14,0.06,17.1,97.34,310.76
727330,-3.6,-5.74,998.5,1024.21,20.24,14.64,0.15,36.9,50.12,99.93
918260,21.05,19.72,973.57,1005.51,17.01,19.67,3.11,0.0,50.28,74.57
325640,-14.77,-17.79,1001.36,997.61,23.72,21.42,0.1,3.0,50.26,212.6
689060,11.01,6.84,1013.92,1014.7,17.71,20.05,0.44,0.0,58.37,151.99
247260,-12.9,-14.76,1010.42,1006.78,10.1,9.65,0.0,0.0,23.97,214.66
77470,3.2,-2.04,1011.96,1019.88,15.96,16.45,0.16,0.0,56.85,112.96
704890,-1.94,-4.56,999.55,1006.51,10.29,25.65,0.0,0.0,43.35,79.06
916700,26.01,23.7,1019.38,1007.1,37.07,6.78,0.38,0.0,49.11,299.27
728905,-4.66,-16.74,1045.93,1028.14,40.29,5.62,0.0,0.0,23.36,205.06
728895,-6.65,-15.7,1030.35,1031.44,26.88,12.41,0.0,0.0,19.29,178.58
76020,4.12,-0.14,1017.68,1021.1,14.92,14.06,0.26,0.0,50.06,136.94
475874,-0.5,-5.65,999.57,1003.66,10.56,22.51,0.0,0.0,7.29,290.78
728910,-3.21,-9.95,1000.7,1032.87,23.81,13.99,0.0,0.0,39.48,26.3
728880,-14.07,-19.55,905.36,1037.87,40.87,5.83,0.0,17.59,56.73,79.9
583430,2.23,-4.31,1003.7,1025.51,11.07,13.68,0.0,0.0,81.34,249.99
475800,-4.08,-8.16,1002.94,1002.82,10.6,15.8,0.0,1.6,50.13,121.67
727883,-2.34,-6.23,1027.33,1023.6,14.41,10.17,0.0,0.0,18.95,272.13
636120,13.64,-3.8,1004.47,1006.4,21.47,11.2,0.0,0.0,28.48,31.19
230240,-17.39,-19.93,1016.99,1010.33,15.44,22.3,0.02,6.2,94.71,254.86
476900,-8.87,-14.13,866.5,853.22,29.58,17.77,0.0,0.0,29.17,234.47
310960,-26.54,-32.92,1049.69,1028.5,40.88,4.77,0.0,0.0,42.84,146.2
727885,0.9,-1.41,1018.05,1017.58,19.62,9.31,0.03,0.0,50.13,55.68
727890,-2.66,-6.06,1007.87,1020.73,17.68,8.18,0.12,1.0,77.99,207.4
107880,-3.06,-4.82,974.59,1019.17,16.75,8.29,0.09,1.4,50.16,92.86
917650,22.39,19.14,1006.3,1007.8,17.45,17.48,0.85,0.0,50.36,109.46
915650,21.63,17.3,1028.55,1010.12,25.98,6.8,0.0,0.0,17.0,180.87
956590,16.81,-8.32,997.06,997.85,47.46,8.39,0.0,0.0,16.87,192.4
164290,3.71,0.84,1018.77,1018.3,12.63,15.96,0.02,0.0,50.44,70.65
306950,-10.88,-15.2,1011.9,1027.71,43.89,4.74,0.0,5.9,50.17,13.95
723677,-2.49,-11.24,920.56,1012.8,34.62,17.08,0.0,0.2,69.0,150.91
221060,-10.35,-13.61,1002.5,976.94,24.78,6.31,0.04,20.9,50.37,14.98
234180,-15.75,-18.62,1005.81,1013.8,12.52,11.54,0.06,16.19,50.97,255.62
322520,-21.79,-24.01,1003.86,1006.8,31.76,18.52,0.03,4.3,50.12,132.31
164300,4.29,0.64,1043.61,1027.58,15.15,5.65,0.0,0.0,17.63,242.01
740900,-12.09,-20.81,997.15,997.29,30.23,10.63,0.0,0.0,86.18,183.34
723700,-0.85,-13.2,969.98,1015.09,17.77,8.93,0.02,0.0,50.25,299.17
425590,17.23,8.61,999.74,1011.85,4.0,1.14,0.0,0.0,69.13,198.67
20640,-12.28,-14.28,996.0,982.01,26.54,1.83,0.0,0.0,33.61,239.74
331350,-6.38,-9.04,1002.65,1015.92,8.28,18.06,0.04,3.4,50.77,140.05
540940,-14.81,-19.97,1012.5,1025.1,8.59,6.32,0.0,0.0,53.92,188.32
946120,27.62,12.68,1001.77,1008.0,12.2,18.66,0.0,0.0,9.11,6.51
20650,-5.44,-6.38,1013.67,1021.11,48.68,3.42,0.01,17.59,50.56,259.88
560210,-6.61,-19.04,616.77,617.0,27.62,9.03,0.01,0.0,80.01,272.13
408410,0.65,-11.03,825.49,1013.8,10.67,11.81,0.0,0.2,71.08,264.76
716420,-4.82,-7.87,978.75,1015.27,15.19,10.75,0.18,24.9,91.52,222.81
595670,10.75,8.94,1003.31,1017.0,16.49,28.7,0.08,0.0,71.11,350.29
285220,-7.92,-10.14,989.0,1016.4,8.89,6.96,0.0,0.0,25.47,168.54
576220,0.13,-3.17,836.98,841.61,8.72,16.07,0.02,0.0,50.15,317.03
316320,-27.79,-32.16,992.9,1020.55,22.93,2.92,0.0,0.0,4.9,337.32
560670,-2.73,-10.59,654.65,650.57,22.54,11.41,0.0,0.0,69.43,312.14
716013,-9.94,-11.6,1022.6,1021.88,18.12,22.74,0.0,0.0,80.45,242.01
101560,-1.23,-3.93,1012.2,1015.56,9.58,14.77,0.06,0.2,50.41,337.8
786370,21.65,18.5,1013.35,1014.8,14.96,5.75,0.0,0.0,32.93,181.31
161000,4.43,3.05,1011.99,1003.09,2.85,5.79,0.0,0.0,58.37,193.01
407802,12.98,3.95,997.89,1010.76,6.92,14.76,0.0,0.0,12.55,204.33
21230,-6.21,-8.35,1026.36,1021.41,43.76,5.28,0.01,14.6,50.44,213.16
724490,-3.77,-8.7,1009.15,1012.6,12.96,15.1,0.02,0.0,75.59,146.94
740030,-3.9,-8.71,878.87,1024.14,47.48,5.51,0.0,0.0,36.42,332.94
895320,-2.06,-7.52,983.92,986.4,23.04,20.83,0.0,0.0,97.41,132.27
204710,-27.18,-30.1,1032.2,1034.0,29.9,11.16,0.0,9.8,50.22,152.05
724510,-4.58,-10.07,931.67,1019.24,23.35,20.58,0.03,0.5,54.1,89.11
128250,-1.18,-5.01,1021.13,1021.29,8.83,9.76,0.02,0.6,96.27,318.46
724502,-0.88,-7.4,1015.59,1021.79,16.56,13.94,0.0,0.0,98.96,154.01
250620,-29.34,-31.09,1010.45,1021.3,38.05,12.97,0.0,0.0,18.7,95.76
600070,13.46,7.52,991.34,962.82,18.11,8.24,0.0,0.0,54.45,138.4
724500,-4.8,-9.57,977.88,1016.19,17.08,16.98,0.05,1.1,50.06,14.69
711290,-8.68,-10.75,935.3,1021.25,20.99,14.56,0.01,6.8,50.61,225.9
360340,-11.9,-14.57,1018.3,1030.3,15.64,17.51,0.03,2.3,50.09,176.35
711275,-4.39,-6.46,1008.64,1019.24,13.82,6.77,0.0,0.0,64.74,41.43
443140,-9.95,-14.18,936.02,1032.7,20.15,10.92,0.0,1.5,60.6,123.4
711294,-14.91,-17.37,1021.71,1025.44,17.04,13.73,0.0,0.0,94.11,192.85
132740,-2.87,-6.75,1011.04,1023.31,7.44,9.02,0.0,0.8,50.39,136.57
25670,1.72,-0.31,1009.2,1011.69,14.18,23.07,0.05,0.0,52.16,297.98
60890,-0.66,-1.74,1018.45,1015.31,14.91,25.72,0.06,0.1,50.22,114.24
940850,23.95,20.76,1001.41,1000.18,39.85,6.79,0.55,0.0,50.07,90.9
956000,20.14,13.58,1018.0,1018.72,30.95,19.77,0.0,0.0,86.13,272.53
114480,-2.36,-4.85,1002.38,1023.3,5.71,9.21,0.01,1.2,76.96,236.24
218230,-36.83,-40.64,1009.24,986.25,8.29,3.31,0.0,0.0,18.47,344.52
200870,-22.49,-24.65,1014.7,1014.0,19.68,18.49,0.01,6.8,50.11,246.65
24853,-2.91,-5.41,998.32,988.58,8.2,16.02,0.0,0.0,90.67,253.14
94740,-1.59,-4.82,957.89,1015.29,5.69,11.4,0.07,0.5,80.4,30.35
426750,23.23,12.41,1004.97,1018.27,3.8,1.92,0.0,0.0,10.13,274.17
879380,5.51,2.28,995.6,1001.44,17.29,24.23,0.12,0.0,64.45,39.09
599810,20.56,16.35,1014.12,1015.9,25.12,14.32,0.0,0.0,39.51,304.0
513340,-9.6,-12.59,1030.43,1035.9,27.43,4.02,0.0,0.0,16.55,190.84
572900,2.39,-4.88,1024.83,1025.6,12.21,8.22,0.02,0.0,84.04,41.47
162450,2.49,-0.99,1007.9,1009.41,8.99,9.4,0.01,0.0,93.39,255.64
23680,-8.6,-10.58,1012.5,1022.1,5.68,19.71,0.04,0.0,50.31,182.7
407190,-2.01,-4.7,1036.36,1035.25,6.39,3.53,0.01,0.0,50.32,6.46
596730,9.91,6.48,1022.21,1019.6,15.02,21.5,0.03,0.0,72.81,144.69
407180,4.97,4.1,982.26,977.96,4.14,21.67,0.0,0.0,65.88,193.63
162440,1.85,-5.09,993.94,1002.03,6.09,6.11,0.05,0.0,82.44,310.04
544050,-2.93,-15.05,1014.49,1028.89,20.3,10.9,0.0,0.0,11.62,15.84
442140,-13.83,-17.56,809.61,1049.5,9.06,0.24,0.0,0.5,54.19,195.09
962210,27.19,25.26,1014.06,1011.8,9.9,7.63,0.0,0.0,99.03,238.42
442120,-21.83,-24.56,926.77,1058.63,38.77,8.42,0.0,8.8,50.2,164.96
507270,-20.04,-23.93,914.6,1033.3,27.27,5.99,0.0,0.0,15.44,310.99
747946,12.68,9.04,1014.74,1019.61,15.56,13.88,0.18,0.0,50.45,127.28
623320,4.43,1.01,1016.16,1014.13,8.97,26.83,0.2,0.0,74.99,232.81
747930,8.91,3.12,1040.03,1026.43,16.0,17.62,0.0,0.0,68.5,320.96
870220,21.45,19.35,955.6,1005.1,10.72,6.54,0.0,0.0,64.21,172.04
747945,11.74,7.41,1012.96,1020.4,14.62,12.59,0.0,0.0,78.69,307.9
747950,13.66,8.74,1022.1,1020.07,14.57,16.6,0.08,0.0,80.14,174.26
825620,21.12,18.01,999.61,994.82,10.15,7.39,0.02,0.0,50.13,321.38
747910,3.43,-2.25,1014.61,1016.23,11.1,11.01,0.04,0.0,63.58,170.53
946800,14.66,-4.58,966.49,1013.6,40.59,13.06,0.0,0.0,5.98,128.14
725867,-3.27,-8.01,1022.2,1023.59,21.19,16.37,0.02,1.3,98.01,182.99
913660,24.45,20.31,1008.4,1009.3,24.34,26.43,0.27,0.0,50.41,25.33
725866,-2.45,-6.23,970.87,1007.9,26.33,16.75,0.01,0.0,78.61,136.75
725785,-9.05,-12.33,1028.2,1024.19,26.89,14.11,0.02,4.5,50.18,83.05
478900,2.74,-5.49,1021.51,1022.14,19.22,10.16,0.02,0.0,52.79,52.1
990170,7.19,6.69,998.28,1003.92,6.62,37.17,0.0,0.0,79.74,265.39
725763,-3.99,-6.45,1022.67,1012.73,11.4,14.66,0.0,0.0,44.41,263.92
478910,0.93,-5.71,1019.77,1020.4,19.8,9.58,0.06,0.0,91.1,295.46
725776,-8.05,-11.37,1000.06,995.86,16.1,9.75,0.0,0.0,57.11,271.69
725780,-6.31,-10.16,895.5,1024.5,21.01,14.64,0.03,1.9,50.21,11.88
404950,5.91,-13.42,1039.79,1012.5,8.71,12.98,0.0,0.0,34.04,299.13
765480,10.79,8.01,1008.46,1011.56,14.96,4.7,0.0,0.0,21.95,121.05
719340,-19.26,-21.7,992.9,1019.92,19.61,10.66,0.03,19.58,69.94,144.89
226020,-9.27,-11.7,1012.69,1013.17,14.77,11.21,0.21,7.3,94.14,129.77
719330,-17.26,-20.29,990.79,1021.2,17.5,8.68,0.01,13.8,84.99,115.29
265180,-5.5,-6.88,1001.38,1013.02,5.84,13.75,0.05,5.7,50.38,57.88
474830,-8.11,-14.14,1002.0,1000.08,9.85,13.77,0.0,0.0,17.2,160.28
607600,5.13,-3.42,1012.46,1019.72,10.26,16.24,0.02,0.0,59.55,79.93
104860,-2.8,-4.81,1023.61,1020.59,6.04,22.63,0.04,0.0,58.6,174.62
260940,-3.0,-5.56,1011.03,1013.4,18.66,11.31,0.25,10.0,61.36,46.92
100050,0.96,-0.9,1014.78,1005.55,8.63,31.8,0.04,0.0,95.6,52.54
837753,17.7,14.65,995.59,996.95,9.84,10.51,0.0,0.0,83.94,25.7
612910,16.9,-7.93,994.8,1009.9,11.3,16.21,0.0,0.0,38.2,35.25
644000,19.35,16.42,1007.6,1009.6,9.43,8.72,0.1,0.0,57.17,205.57
837750,18.4,13.01,982.84,1017.54,11.14,11.82,0.0,0.0,54.57,101.12
467340,11.94,8.62,1022.54,1018.8,9.99,20.2,0.0,0.0,26.82,74.78
873200,15.33,9.28,994.35,1013.43,29.12,11.19,0.0,0.0,79.29,259.95
100060,-0.46,-2.78,1016.16,1018.5,11.21,29.37,0.0,0.0,98.51,204.8
612900,12.76,-5.71,1030.48,1007.4,20.49,7.6,0.0,0.0,13.73,243.93
163500,3.92,-0.2,995.43,1014.01,9.73,15.89,0.05,0.0,80.35,30.95
471190,-3.78,-9.8,1023.23,1024.1,14.12,5.28,0.01,0.0,50.12,235.77
718776,-6.04,-12.3,1024.65,1023.98,41.13,11.97,0.0,0.0,82.89,24.98
718780,-10.72,-14.85,910.9,1021.5,19.77,8.33,0.01,6.7,50.51,89.5
104390,-1.75,-4.67,998.8,1015.3,10.36,11.74,0.03,0.2,50.4,85.44
488526,21.22,16.75,1016.1,993.57,10.53,9.78,0.0,0.0,7.01,189.98
488525,14.51,12.2,1018.0,1022.34,5.22,16.0,0.0,0.0,52.84,212.73
333470,-5.63,-7.65,1000.41,997.49,7.33,16.65,0.0,0.1,83.77,54.17
471180,-2.15,-3.58,998.14,991.94,3.97,7.39,0.15,1.0,50.03,322.25
718775,-11.34,-14.88,1009.06,1004.51,22.16,9.27,0.0,0.0,10.44,148.95
383960,-2.02,-6.08,1021.8,1021.29,7.1,14.3,0.01,0.2,68.47,308.94
35715,1.59,-1.92,1006.71,1027.67,9.08,23.65,0.0,0.0,38.16,35.13
948650,14.43,6.58,1013.0,1018.37,28.89,17.09,0.01,0.0,50.14,61.45
719100,-11.98,-15.88,1005.22,1011.8,13.95,15.14,0.06,12.57,50.28,252.12
334290,-3.88,-5.95,999.2,1020.61,5.36,18.56,0.04,4.79,50.61,83.18
282140,-10.08,-12.62,1010.91,1017.6,25.98,15.04,0.05,3.8,50.56,237.24
719090,-17.33,-22.35,1006.69,1012.15,16.63,16.89,0.01,6.8,63.27,66.05
435550,17.82,13.95,1010.59,1011.1,11.48,17.68,0.0,0.0,22.65,321.03
35771,1.04,-2.4,1000.7,1000.61,8.27,16.64,0.04,0.0,50.29,347.25
948640,14.33,5.97,1003.13,1003.23,29.9,15.14,0.0,0.0,47.78,275.69
607350,5.58,-0.03,1025.35,1020.1,10.05,7.98,0.07,0.0,51.26,222.85
725146,-7.69,-10.78,1023.01,1018.23,11.19,15.14,0.02,0.0,72.37,45.95
170560,-0.4,-3.26,1020.16,1022.15,14.7,8.78,0.01,1.0,56.19,234.03
725145,-4.84,-9.51,996.52,995.87,18.4,13.46,0.13,0.4,63.17,295.62
153350,-2.0,-4.15,1022.2,1023.04,6.64,9.52,0.02,1.0,62.32,243.85
725150,-8.76,-13.15,962.23,1018.8,18.79,16.18,0.13,3.3,77.84,81.21
170920,-3.78,-7.96,948.66,984.4,13.52,5.35,0.05,1.9,50.26,167.23
725360,-2.28,-6.34,998.13,1021.51,13.42,16.13,0.07,3.8,50.14,62.96
533910,-7.2,-13.49,874.98,1026.88,30.7,15.24,0.0,0.0,89.13,142.46
478520,1.54,-5.47,997.47,998.05,10.7,12.54,0.0,0.0,78.33,115.61
725140,-6.15,-11.94,1003.74,1020.8,15.92,15.12,0.1,0.95,50.17,156.09
544490,-2.11,-5.86,1015.98,1004.46,19.14,13.04,0.0,0.0,35.63,317.97
942140,13.85,6.46,1003.9,1005.6,19.67,3.95,0.38,0.0,50.43,308.08
697774,-0.81,-11.37,1024.19,1027.79,12.04,7.09,0.0,0.0,36.99,181.36
942120,23.61,9.97,966.87,1000.11,27.71,8.95,0.37,0.0,50.38,237.43
37400,1.56,-0.29,1006.63,1013.29,10.51,17.7,0.13,0.0,56.16,41.16
787190,6.76,0.51,834.6,1011.2,11.03,8.94,0.0,0.0,91.62,315.02
24410,-5.22,-6.79,984.51,1008.9,10.56,8.63,0.16,0.0,50.38,216.5
380190,-10.8,-16.58,1017.16,1018.24,31.53,21.22,0.01,0.0,47.04,228.02
804400,21.64,10.17,992.2,1013.2,11.47,7.45,0.0,0.0,77.06,79.89
787170,14.86,11.02,897.1,1015.43,11.09,4.53,0.0,0.0,94.76,9.45
725407,-3.43,-6.07,1010.14,1017.4,8.54,12.98,0.05,0.0,50.07,217.73
725406,-5.94,-8.12,1002.23,1005.78,11.59,17.08,0.0,0.0,87.55,91.23
308290,-17.34,-21.06,993.52,1032.4,50.53,6.09,0.0,1.1,50.07,189.72
725404,-3.41,-6.38,1026.93,1016.32,11.24,18.55,0.12,0.0,60.06,306.6
725409,-6.1,-9.06,997.38,986.23,9.79,13.0,0.0,0.0,26.8,123.75
