718365,2019-01-30,22:29:28,-24.2,-28.1,1009.1,1048.0,13.0,21.2,0.0,0.0,87.0,330,1,0,0,0,0,0
948040,2019-01-30,22:29:28,16.0,11.0,1017.2,1018.8,24.1,29.5,0.01,0.0,94.1,69,0,1,0,0,0,0
222170,2019-01-30,22:29:28,-16.7,-18.8,1005.8,1009.1,28.9,11.1,0.09,25.6,50.0,297,1,1,1,0,0,0
889340,2019-01-30,22:29:28,3.1,0.9,985.4,976.3,24.8,15.6,0.0,0.0,48.1,28,0,0,0,0,0,0
875710,2019-01-30,22:29:28,21.1,15.9,980.2,1017.6,9.8,19.5,0.0,0.0,53.0,164,0,0,0,0,0,0
470990,2019-01-30,22:29:28,-9.6,-16.4,1019.0,1023.0,13.5,7.2,0.03,0.0,81.9,347,1,1,0,0,0,0
680290,2019-01-30,22:29:28,17.9,14.9,997.0,1018.8,11.0,12.5,3.0,0.0,81.7,170,0,1,0,0,0,0
286210,2019-01-30,22:29:28,-10.8,-13.6,1029.1,1020.5,16.2,13.1,0.04,12.7,68.9,129,1,1,1,0,0,0
471030,2019-01-30,22:29:28,-6.4,-10.2,1015.4,1025.2,10.3,22.7,0.01,0.1,50.0,126,1,1,1,0,0,0
471025,2019-01-30,22:29:28,-12.9,-20.5,1008.4,1017.4,8.8,3.6,0.0,0.0,97.7,160,1,0,0,0,0,0
501360,2019-01-30,22:29:28,-20.4,-27.5,966.5,1025.3,19.4,2.1,0.0,0.0,25.6,180,1,0,0,0,0,0
714963,2019-01-30,22:29:28,-29.3,-32.0,1018.8,1010.3,17.1,13.3,0.0,0.0,50.4,244,1,0,0,0,0,0
766493,2019-01-30,22:29:28,12.0,7.0,1015.0,1018.2,13.3,14.0,0.0,0.0,66.9,68,0,0,0,0,0,0
467700,2019-01-30,22:29:28,10.6,7.7,1006.6,1017.6,8.6,21.7,0.0,0.0,61.0,36,0,0,0,0,0,0
766490,2019-01-30,22:29:28,18.3,14.2,1024.7,1017.5,12.7,16.5,0.0,0.0,76.0,82,0,0,0,0,0,0
766491,2019-01-30,22:29:28,19.1,15.3,977.1,985.0,12.8,5.3,0.0,0.0,57.8,44,0,0,0,0,0,0
627720,2019-01-30,22:29:28,12.3,-6.9,1008.4,1009.9,19.7,17.4,0.0,0.0,37.2,17,0,0,0,0,0,0
23550,2019-01-30,22:29:28,-4.1,-7.3,1001.1,1002.3,34.7,22.3,0.07,0.0,88.4,108,1,1,0,0,0,0
467690,2019-01-30,22:29:28,9.9,7.2,993.0,1022.0,9.8,18.6,0.0,0.0,11.3,146,0,0,0,0,0,0
857430,2019-01-30,22:29:28,13.0,7.7,1008.8,1016.4,17.2,9.0,0.16,0.0,50.1,166,0,1,0,0,0,0
943260,2019-01-30,22:29:28,21.2,0.8,971.8,1012.1,27.4,12.7,0.08,0.0,50.1,128,0,1,0,0,0,0
788060,2019-01-30,22:29:28,30.2,25.7,1008.5,1007.5,22.0,15.4,0.16,0.0,69.7,36,0,1,0,0,0,0
688160,2019-01-30,22:29:28,16.7,9.0,1007.7,1013.6,21.2,25.0,0.01,0.0,98.9,192,0,1,0,0,0,0
917880,2019-01-30,22:29:28,20.7,17.4,997.9,1011.6,50.1,11.2,0.0,0.0,43.8,280,0,0,0,0,0,0
247380,2019-01-30,22:29:28,-23.0,-24.5,1018.3,1026.3,24.6,5.2,0.05,17.0,50.1,105,1,1,1,0,0,0
745056,2019-01-30,22:29:28,-0.1,-3.3,1017.1,1018.8,14.2,9.0,0.09,0.0,50.1,355,1,1,0,0,0,0
31450,2019-01-30,22:29:28,3.2,0.3,999.5,989.6,17.8,12.3,0.0,0.0,33.5,90,0,0,0,0,0,0
745058,2019-01-30,22:29:28,1.0,-3.1,1014.0,1022.9,15.9,5.6,0.01,0.0,95.4,301,0,1,0,0,0,0
915770,2019-01-30,22:29:28,21.3,16.6,1002.5,1006.3,27.7,9.8,0.87,0.0,50.0,184,0,1,0,0,0,0
432450,2019-01-30,22:29:28,10.6,5.1,1007.6,1013.1,7.0,3.7,0.0,0.0,16.5,66,0,0,0,0,0,0
727720,2019-01-30,22:29:28,-11.9,-17.5,908.6,1020.5,24.2,10.0,0.01,3.8,50.1,340,1,1,1,0,0,0
605350,2019-01-30,22:29:28,-2.9,-5.1,886.1,892.5,13.6,11.958337,0.09,4.8,69.9,225,1,1,1,0,0,0
526520,2019-01-30,22:29:28,-8.9,-19.2,883.1,1033.5,28.0,6.1,0.0,0.0,85.4,84,1,0,0,0,0,0
713713,2019-01-30,22:29:28,-1.2,-4.8,1008.1,1010.8,13.5,13.8,0.0,0.0,22.0,175,1,0,0,0,0,0
713710,2019-01-30,22:29:28,-5.6,-9.9,1013.4,1018.7,12.1,16.3,0.23,0.0,50.1,216,1,1,0,0,0,0
380810,2019-01-30,22:29:28,-11.5,-15.6,1022.0,1027.4,23.6,12.5,0.03,0.7,96.5,77,1,1,1,0,0,0
804030,2019-01-30,22:29:28,30.5,23.2,1001.7,1013.6,22.6,21.4,0.05,0.0,52.9,169,0,1,0,0,0,0
782561,2019-01-30,22:29:28,22.8,17.1,990.7,962.5,9.3,11.0,0.0,0.0,22.1,311,0,0,0,0,0,0
526510,2019-01-30,22:29:28,-11.3,-27.2,1007.2,1006.1,39.8,7.6,0.0,0.0,99.6,349,1,0,0,0,0,0
24030,2019-01-30,22:29:28,0.2,-0.5,1016.0,1045.6,6.5,15.6,0.0,0.0,18.3,117,0,0,0,0,0,0
345600,2019-01-30,22:29:28,-10.5,-12.5,1021.1,1022.5,7.2,25.1,0.06,5.9,50.0,203,1,1,1,0,0,0
37020,2019-01-30,22:29:28,5.8,2.5,1003.2,1001.3,18.0,33.1,0.0,0.0,68.6,58,0,0,0,0,0,0
711054,2019-01-30,22:29:28,1.6,-0.4,1013.1,1011.5,21.7,7.4,0.0,0.0,41.7,340,0,0,0,0,0,0
167160,2019-01-30,22:29:28,6.3,0.2,1011.9,1016.8,13.2,12.9,0.02,0.0,96.6,128,0,1,0,0,0,0
167161,2019-01-30,22:29:28,2.2,-4.1,1002.1,1014.3,11.2,12.2,0.0,0.0,12.7,187,0,0,0,0,0,0
359530,2019-01-30,22:29:28,-12.6,-14.5,1023.0,1023.1,33.2,13.6,0.09,2.1,91.4,313,1,1,1,0,0,0
722880,2019-01-30,22:29:28,3.1,-5.7,1011.0,1008.9,23.6,8.9,0.0,0.0,31.5,97,0,0,0,0,0,0
722885,2019-01-30,22:29:28,5.7,-1.1,1016.9,1012.3,21.7,10.3,0.0,0.0,95.8,221,0,0,0,0,0,0
711040,2019-01-30,22:29:28,-6.9,-9.9,903.7,1016.9,20.5,11.3,0.15,29.1,50.0,266,1,1,1,0,0,0
722886,2019-01-30,22:29:28,3.1,-6.2,1008.2,1013.5,17.8,12.0,0.02,0.0,50.0,226,0,1,0,0,0,0
60960,2019-01-30,22:29:28,1.8,1.2,1025.1,1026.2,7.6,26.3,0.0,0.0,48.6,63,0,0,0,0,0,0
722904,2019-01-30,22:29:28,1.6,-4.8,1014.6,1009.5,20.9,10.9,0.13,0.0,50.1,263,0,1,0,0,0,0
24400,2019-01-30,22:29:28,3.7,-0.6,995.5,1011.6,45.9,12.2,0.0,0.0,80.9,33,0,0,0,0,0,0
345230,2019-01-30,22:29:28,-7.6,-10.2,1013.3,1017.6,6.9,18.6,0.09,3.5,57.0,70,1,1,1,0,0,0
484030,2019-01-30,22:29:28,9.5,-1.3,1009.2,1013.8,7.6,4.7,0.0,0.0,81.4,126,0,0,0,0,0,0
85090,2019-01-30,22:29:28,12.4,8.6,1015.3,1019.3,13.7,18.1,0.09,0.0,50.1,20,0,1,0,0,0,0
267130,2019-01-30,22:29:28,-6.8,-7.8,1011.6,1020.6,27.7,14.2,1.33,2.6,81.1,304,1,1,1,0,0,0
873740,2019-01-30,22:29:28,29.4,24.5,999.3,1008.9,14.6,12.8,0.57,0.0,50.0,296,0,1,0,0,0,0
162160,2019-01-30,22:29:28,2.0,-2.3,987.8,1015.1,9.9,18.9,0.37,0.0,50.0,122,0,1,0,0,0,0
406890,2019-01-30,22:29:28,6.1,1.2,1016.0,1006.5,12.1,13.4,0.0,0.0,27.0,94,0,0,0,0,0,0
24440,2019-01-30,22:29:28,-5.0,-7.3,1007.7,1013.2,10.2,9.4,0.15,20.2,50.1,5,1,1,1,0,0,0
254960,2019-01-30,22:29:28,-20.0,-22.4,1022.1,1013.5,39.3,52.3,0.0,0.0,53.0,91,1,0,0,0,0,0
24150,2019-01-30,22:29:28,-3.6,-5.0,996.7,987.5,8.2,10.1,0.01,0.0,50.0,235,1,1,0,0,0,0
557730,2019-01-30,22:29:28,-8.7,-17.6,620.5,626.6,19.2,11.0,0.0,0.0,46.0,106,1,0,0,0,0,0
787450,2019-01-30,22:29:28,17.5,13.0,1012.2,1016.5,19.6,12.6,0.0,0.0,11.8,317,0,0,0,0,0,0
856290,2019-01-30,22:29:28,14.5,4.7,1013.6,1014.1,16.9,10.5,0.0,0.0,76.0,315,0,0,0,0,0,0
85320,2019-01-30,22:29:28,5.6,2.3,1009.2,1025.6,10.6,11.0,0.3,0.0,50.1,43,0,1,0,0,0,0
484250,2019-01-30,22:29:28,6.9,-1.3,1001.8,1012.6,5.8,2.9,0.0,0.0,28.2,24,0,0,0,0,0,0
942380,2019-01-30,22:29:28,24.0,6.7,960.8,1001.8,46.9,20.1,0.0,0.0,90.5,228,0,0,0,0,0,0
873490,2019-01-30,22:29:28,30.8,-7.7,964.7,1002.3,15.7,6.1,0.0,0.0,9.7,284,0,0,0,0,0,0
503530,2019-01-30,22:29:28,-27.1,-33.2,997.2,1021.3,19.4,1.2,0.0,0.0,91.4,219,1,0,0,0,0,0
161910,2019-01-30,22:29:28,2.2,-1.3,1015.0,1014.5,7.5,8.8,0.08,0.0,50.1,7,0,1,0,0,0,0
945920,2019-01-30,22:29:28,20.2,15.1,1017.5,1014.2,11.7,12.0,0.12,0.0,50.0,155,0,1,0,0,0,0
20580,2019-01-30,22:29:28,-22.7,-26.4,1006.4,1019.0,29.4,6.0,0.0,0.0,28.5,299,1,0,0,0,0,0
40230,2019-01-30,22:29:28,-1.7,-4.7,1005.6,995.5,21.5,29.9,0.01,0.0,50.0,92,1,1,0,0,0,0
239660,2019-01-30,22:29:28,-8.5,-10.9,1020.5,1011.5,17.3,5.8,0.28,0.0,50.1,40,1,1,0,0,0,0
408190,2019-01-30,22:29:28,-1.7,-15.5,1019.4,1059.0,12.4,7.0,0.0,0.0,44.2,319,1,0,0,0,0,0
67500,2019-01-30,22:29:28,-8.0,-14.4,847.3,843.5,43.8,20.6,0.47,65.8,82.9,110,1,1,1,0,0,0
859840,2019-01-30,22:29:28,-2.3,-4.9,1045.4,1012.6,14.9,9.0,0.03,0.0,50.2,306,1,1,0,0,0,0
101930,2019-01-30,22:29:28,-5.8,-7.9,1018.7,1018.0,8.8,15.9,0.09,0.0,50.1,194,1,1,0,0,0,0
541150,2019-01-30,22:29:28,-19.5,-29.3,979.2,1030.5,24.5,12.8,0.01,0.0,65.8,57,1,1,0,0,0,0
117480,2019-01-30,22:29:28,-3.5,-5.8,995.3,1021.4,13.5,10.3,0.01,3.1,50.0,315,1,1,1,0,0,0
725634,2019-01-30,22:29:28,-6.1,-9.4,998.2,969.5,11.0,13.5,0.0,0.0,82.8,82,1,0,0,0,0,0
725635,2019-01-30,22:29:28,-4.4,-11.8,1001.9,1011.1,29.0,18.5,0.1,0.0,63.1,181,1,1,0,0,0,0
170420,2019-01-30,22:29:28,1.0,-2.2,1019.7,1023.6,12.9,8.7,0.91,0.0,50.2,349,0,1,0,0,0,0
913691,2019-01-30,22:29:28,21.8,16.7,978.4,1008.1,24.1,19.6,0.0,0.0,56.6,109,0,0,0,0,0,0
725645,2019-01-30,22:29:28,-9.3,-15.0,1018.9,1017.3,37.6,20.3,0.03,4.1,83.4,287,1,1,1,0,0,0
29430,2019-01-30,22:29:28,-5.9,-9.5,1040.1,1020.8,11.1,23.0,0.0,0.0,77.6,46,1,0,0,0,0,0
690190,2019-01-30,22:29:28,3.2,-6.8,979.8,1019.2,29.3,14.2,0.05,0.1,50.2,303,0,1,1,0,0,0
725640,2019-01-30,22:29:28,-5.8,-15.5,827.1,1016.9,45.4,23.3,0.02,1.1,50.1,195,1,1,1,0,0,0
814050,2019-01-30,22:29:28,21.5,19.0,1013.6,1011.5,19.8,12.9,0.46,0.0,50.0,107,0,1,0,0,0,0
725745,2019-01-30,22:29:28,-9.5,-15.2,1012.0,1019.0,39.8,21.9,0.07,5.3,77.4,233,1,1,1,0,0,0
722690,2019-01-30,22:29:28,0.6,-9.6,1018.6,1016.4,57.0,7.2,0.06,0.1,50.1,326,0,1,1,0,0,0
722700,2019-01-30,22:29:28,1.7,-10.9,898.7,1016.1,51.7,14.1,0.02,0.0,69.4,8,0,1,0,0,0,0
722696,2019-01-30,22:29:28,-0.1,-12.4,921.3,1017.2,70.4,8.4,0.01,0.0,84.3,114,1,1,0,0,0,0
26480,2019-01-30,22:29:28,-0.9,-2.2,980.0,1004.1,30.0,19.4,0.03,0.0,73.4,31,1,1,0,0,0,0
722710,2019-01-30,22:29:28,-0.3,-11.1,965.5,1015.0,15.5,12.3,0.06,0.0,90.0,159,1,1,0,0,0,0
589650,2019-01-30,22:29:28,11.2,10.3,1018.7,1021.1,7.4,17.2,0.36,0.0,50.2,182,0,1,0,0,0,0
722726,2019-01-30,22:29:28,-0.8,-9.6,851.9,1016.5,43.1,12.8,0.12,0.0,95.3,257,1,1,0,0,0,0
711010,2019-01-30,22:29:28,0.1,-2.7,1007.8,1009.1,17.9,26.6,0.41,0.1,50.3,327,0,1,1,0,0,0
722725,2019-01-30,22:29:28,-0.3,-13.0,1006.3,1009.5,69.9,15.3,0.04,0.0,86.3,7,1,1,0,0,0,0
442370,2019-01-30,22:29:28,-9.9,-13.1,851.8,1036.3,50.3,8.7,0.0,0.9,65.3,85,1,0,1,0,0,0
804020,2019-01-30,22:29:28,26.9,19.3,1005.2,1013.6,30.0,20.5,0.0,0.0,22.3,277,0,0,0,0,0,0
838990,2019-01-30,22:29:28,26.5,21.9,1010.5,1011.8,14.7,10.9,0.16,0.0,50.0,282,0,1,0,0,0,0
85670,2019-01-30,22:29:28,3.5,0.8,958.2,1026.4,15.5,5.9,0.12,0.0,82.9,251,0,1,0,0,0,0
116520,2019-01-30,22:29:28,-3.3,-5.3,992.6,1021.5,11.3,12.8,0.01,2.3,50.0,317,1,1,1,0,0,0
543770,2019-01-30,22:29:28,-20.9,-25.5,1021.9,1025.0,13.9,5.3,0.0,0.0,4.8,155,1,0,0,0,0,0
37110,2019-01-30,22:29:28,6.8,6.5,983.6,1007.0,18.9,27.1,0.0,0.0,4.4,244,0,0,0,0,0,0
614150,2019-01-30,22:29:28,15.9,7.5,1007.5,1017.3,8.2,26.2,0.0,0.0,44.9,304,0,0,0,0,0,0
380910,2019-01-30,22:29:28,-10.6,-13.2,1028.8,1026.5,33.6,9.4,0.07,1.2,50.0,86,1,1,1,0,0,0
266660,2019-01-30,22:29:28,-8.9,-12.2,1002.1,1015.7,6.0,14.6,0.09,9.6,86.5,298,1,1,1,0,0,0
318690,2019-01-30,22:29:28,-10.0,-12.9,995.2,1006.8,10.9,32.1,0.24,26.6,95.2,66,1,1,1,0,0,0
321500,2019-01-30,22:29:28,-21.4,-24.1,1014.8,1012.3,8.6,9.9,0.05,24.2,50.0,339,1,1,1,0,0,0
722686,2019-01-30,22:29:28,-1.0,-12.1,924.5,1017.2,31.8,16.4,0.07,0.7,50.0,74,1,1,1,0,0,0
61190,2019-01-30,22:29:28,0.6,-0.5,1018.9,1015.7,14.2,31.1,0.14,0.4,64.9,129,0,1,1,0,0,0
722687,2019-01-30,22:29:28,0.5,-12.2,992.2,1015.3,49.2,15.4,0.02,0.3,50.2,101,0,1,1,0,0,0
26250,2019-01-30,22:29:28,1.1,-1.2,1008.4,1009.0,16.7,36.3,0.0,0.0,84.9,287,0,0,0,0,0,0
722673,2019-01-30,22:29:28,8.4,1.4,1003.4,998.5,25.3,15.1,0.0,0.0,18.4,172,0,0,0,0,0,0
722675,2019-01-30,22:29:28,-1.0,-8.6,966.0,1019.2,28.3,16.1,0.01,0.0,78.4,93,1,1,0,0,0,0
722676,2019-01-30,22:29:28,1.8,-13.5,1016.9,1029.7,16.1,28.5,0.0,0.0,41.0,239,0,0,0,0,0,0
442840,2019-01-30,22:29:28,-26.1,-28.2,786.7,1059.2,50.0,4.3,0.0,4.8,73.0,183,1,0,1,0,0,0
722677,2019-01-30,22:29:28,-5.2,-12.0,1026.9,1015.9,13.0,26.3,0.08,0.0,50.0,219,1,1,0,0,0,0
37940,2019-01-30,22:29:28,-1.4,-2.7,1040.9,1009.1,14.1,34.0,0.0,0.0,58.3,151,1,0,0,0,0,0
267630,2019-01-30,22:29:28,-9.1,-11.0,1001.0,1015.4,8.8,17.5,0.08,7.5,67.2,329,1,1,1,0,0,0
406370,2019-01-30,22:29:28,6.4,0.0,1002.6,1017.5,7.0,5.4,0.0,0.0,85.0,201,0,0,0,0,0,0
542920,2019-01-30,22:29:28,-17.0,-26.9,1000.9,1024.5,19.7,12.3,0.0,0.0,23.1,143,1,0,0,0,0,0
527370,2019-01-30,22:29:28,-7.7,-18.9,726.0,726.3,25.7,7.4,0.01,0.0,50.2,121,1,1,0,0,0,0
787670,2019-01-30,22:29:28,8.7,4.2,1011.1,1011.9,10.5,9.0,0.11,0.0,54.1,46,0,1,0,0,0,0
484500,2019-01-30,22:29:28,7.3,-1.4,1008.0,1009.0,8.1,3.1,0.0,0.0,43.3,119,0,0,0,0,0,0
628400,2019-01-30,22:29:28,17.4,-3.8,994.3,1009.5,19.7,14.1,0.0,0.0,12.2,127,0,0,0,0,0,0
943660,2019-01-30,22:29:28,24.0,18.6,1007.5,1008.3,21.9,13.3,0.12,0.0,73.7,221,0,1,0,0,0,0
22861,2019-01-30,22:29:28,5.0,0.7,1013.6,974.7,11.4,16.6,0.0,0.0,42.2,232,0,0,0,0,0,0
722091,2019-01-30,22:29:28,1.0,-8.3,1013.0,987.2,11.5,15.0,0.0,0.0,42.2,227,0,0,0,0,0,0
722090,2019-01-30,22:29:28,19.1,11.3,1020.2,1021.0,17.5,7.1,0.07,0.0,83.5,40,0,1,0,0,0,0
722093,2019-01-30,22:29:28,3.1,1.2,1009.9,1036.2,12.7,10.5,0.0,0.0,59.8,315,0,0,0,0,0,0
360200,2019-01-30,22:29:28,-13.0,-16.8,1013.5,1028.0,24.9,15.2,0.02,7.2,50.0,223,1,1,1,0,0,0
722092,2019-01-30,22:29:28,2.7,1.8,973.0,999.1,7.5,3.1,0.0,0.0,74.6,52,0,0,0,0,0,0
711400,2019-01-30,22:29:28,-7.5,-11.1,966.1,1018.6,19.5,14.4,0.01,23.7,81.2,12,1,1,1,0,0,0
722095,2019-01-30,22:29:28,-4.9,-10.7,1015.5,1014.3,15.2,22.0,0.0,0.0,15.1,6,1,0,0,0,0,0
412160,2019-01-30,22:29:28,11.9,6.0,1008.2,1017.4,12.5,11.9,0.0,0.0,49.9,248,0,0,0,0,0,0
722094,2019-01-30,22:29:28,4.4,-9.9,1013.2,1042.5,13.9,21.5,0.0,0.0,7.5,314,0,0,0,0,0,0
722081,2019-01-30,22:29:28,12.916668,12.7,1017.4,1029.2,13.4,12.2,0.0,0.0,86.1,326,0,0,0,0,0,0
123450,2019-01-30,22:29:28,-3.7,-5.6,1006.3,1021.3,7.7,17.8,0.05,3.7,71.1,113,1,1,1,0,0,0
30910,2019-01-30,22:29:28,0.2,-2.4,1007.4,1011.3,18.6,14.6,0.19,0.4,80.8,148,0,1,1,0,0,0
918300,2019-01-30,22:29:28,19.0,14.3,1008.7,1009.6,51.9,13.9,0.18,0.0,50.1,239,0,1,0,0,0,0
605900,2019-01-30,22:29:28,4.3,1.3,994.1,1012.7,6.5,37.7,0.28,0.0,50.0,275,0,1,0,0,0,0
77680,2019-01-30,22:29:28,7.2,3.4,989.6,993.7,32.7,10.3,0.83,0.0,50.0,189,0,1,0,0,0,0
865823,2019-01-30,22:29:28,27.9,20.6,1008.4,1008.9,9.8,18.2,0.0,0.0,81.4,52,0,0,0,0,0,0
727255,2019-01-30,22:29:28,-19.6,-23.3,1008.0,1009.5,13.3,12.1,0.0,0.0,6.8,85,1,0,0,0,0,0
476540,2019-01-30,22:29:28,2.8,-4.2,1012.5,1016.6,36.3,15.3,0.0,0.0,53.4,302,0,0,0,0,0,0
61740,2019-01-30,22:29:28,1.4,0.2,1003.7,1006.1,15.0,25.5,0.38,0.0,50.2,189,0,1,0,0,0,0
155300,2019-01-30,22:29:28,-5.2,-6.6,995.3,1020.3,8.9,3.4,1.67,22.4,50.2,141,1,1,1,0,0,0
765255,2019-01-30,22:29:28,5.1,-13.2,1006.4,977.2,16.3,16.1,0.0,0.0,52.8,88,0,0,0,0,0,0
719491,2019-01-30,22:29:28,-31.3,-35.9,1008.7,1010.2,14.4,4.1,0.0,0.0,6.8,63,1,0,0,0,0,0
104960,2019-01-30,22:29:28,-3.9,-6.3,1032.7,1024.5,5.7,8.8,0.09,0.0,86.2,162,1,1,0,0,0,0
295390,2019-01-30,22:29:28,-11.2,-14.0,988.3,1025.0,8.6,15.1,0.0,0.0,7.8,275,1,0,0,0,0,0
719480,2019-01-30,22:29:28,-25.9,-27.6,1019.0,1021.2,16.5,21.1,0.01,12.9,52.7,236,1,1,1,0,0,0
334660,2019-01-30,22:29:28,-6.1,-8.3,1008.4,1017.6,16.4,13.9,0.14,5.1,69.2,310,1,1,1,0,0,0
719460,2019-01-30,22:29:28,-23.4,-26.8,999.6,1020.9,20.4,10.0,0.05,45.8,56.5,149,1,1,1,0,0,0
104990,2019-01-30,22:29:28,-5.5,-7.7,1025.4,1020.4,4.9,17.9,0.11,0.0,50.0,175,1,1,0,0,0,0
745700,2019-01-30,22:29:28,1.8,-2.5,1008.0,1020.4,12.7,15.6,0.14,0.9,50.1,199,0,1,1,0,0,0
70550,2019-01-30,22:29:28,0.6,-1.6,1004.6,1021.2,11.0,17.5,0.05,0.0,58.7,1,0,1,0,0,0,0
471620,2019-01-30,22:29:28,-2.3,-11.1,1024.4,1022.4,22.4,8.7,0.0,0.0,43.8,249,1,0,0,0,0,0
298700,2019-01-30,22:29:28,-17.3,-23.2,1049.5,1031.8,50.3,5.8,0.0,17.9,76.9,34,1,0,1,0,0,0
718190,2019-01-30,22:29:28,-5.3,-7.2,1002.8,1011.4,19.1,22.9,0.18,66.9,64.6,166,1,1,1,0,0,0
489100,2019-01-30,22:29:28,22.7,19.8,1010.0,1005.7,10.6,11.1,0.0,0.0,34.0,229,0,0,0,0,0,0
172050,2019-01-30,22:29:28,-4.1,-7.6,838.0,865.9,25.0,1.0,0.0,28.1,50.0,269,1,0,1,0,0,0
718180,2019-01-30,22:29:28,-8.1,-11.5,1011.6,1010.4,19.2,20.4,0.08,82.3,50.1,12,1,1,1,0,0,0
762530,2019-01-30,22:29:28,3.7,-6.6,1000.0,1015.9,17.3,9.3,0.0,0.0,16.4,215,0,0,0,0,0,0
749538,2019-01-30,22:29:28,9.4,5.7,949.5,1017.6,37.1,27.7,0.0,0.0,40.7,174,0,0,0,0,0,0
298690,2019-01-30,22:29:28,-12.1,-16.5,987.1,1032.1,25.5,3.5,0.0,0.0,25.5,23,1,0,0,0,0,0
947260,2019-01-30,22:29:28,12.4,6.0,895.7,998.7,26.3,14.0,0.0,0.0,32.9,156,0,0,0,0,0,0
76000,2019-01-30,22:29:28,5.4,2.0,1018.5,1023.8,11.9,9.6,0.0,0.0,38.9,35,0,0,0,0,0,0
106850,2019-01-30,22:29:28,-4.6,-6.5,1002.9,1018.0,7.2,18.2,0.1,2.7,81.0,319,1,1,1,0,0,0
433330,2019-01-30,22:29:28,8.2,3.2,1028.4,1011.5,3.2,4.9,0.0,0.0,36.7,331,0,0,0,0,0,0
